index,xmin,ymin,xmax,ymax,order
44062,182.0,803.0,559.0,1097.0,12
44062,73.0,799.0,174.0,1101.0,13
44063,1101.0,79.0,1653.0,366.0,0
44063,904.0,79.0,1091.0,370.0,1
44063,904.0,389.0,1581.0,543.0,2
44063,1239.0,560.0,1580.0,718.0,3
44063,1235.0,722.0,1578.0,1094.0,4
44063,1122.0,566.0,1224.0,1094.0,5
44063,901.0,566.0,1113.0,1092.0,6
44063,304.0,31.0,784.0,353.0,7
44063,304.0,31.0,784.0,353.0,7
44063,218.0,81.0,292.0,349.0,8
44063,66.0,85.0,211.0,353.0,9
44063,70.0,374.0,749.0,686.0,10
44063,662.0,711.0,747.0,1091.0,11
44063,354.0,707.0,651.0,1167.0,12
44063,70.0,709.0,344.0,965.0,13
44063,68.0,990.0,347.0,1094.0,14
44064,1366.0,2.0,1653.0,355.0,0
44064,1256.0,95.0,1358.0,355.0,1
44064,876.0,0.0,1357.0,383.0,2
44064,1435.0,416.0,1632.0,511.0,3
44064,1433.0,530.0,1632.0,831.0,4
44064,910.0,380.0,1582.0,1166.0,5
44064,910.0,478.0,1059.0,827.0,6
44064,912.0,845.0,1064.0,1103.0,7
44064,639.0,93.0,753.0,417.0,8
44064,6.0,0.0,697.0,478.0,9
44064,77.0,499.0,756.0,607.0,10
44064,77.0,607.0,754.0,890.0,11
44064,635.0,901.0,755.0,1096.0,12
44064,374.0,893.0,623.0,1103.0,13
44064,77.0,895.0,370.0,1101.0,14
44065,1124.0,0.0,1652.0,287.0,0
44065,898.0,80.0,1117.0,291.0,1
44065,1435.0,303.0,1648.0,575.0,2
44065,903.0,309.0,1425.0,582.0,3
44065,907.0,608.0,1357.0,722.0,4
44065,1364.0,605.0,1578.0,1088.0,5
44065,903.0,743.0,1361.0,1166.0,6
44065,562.0,86.0,753.0,309.0,7
44065,76.0,3.0,557.0,309.0,8
44065,307.0,330.0,752.0,452.0,9
44065,78.0,330.0,300.0,441.0,10
44065,0.0,407.0,780.0,762.0,11
44065,624.0,728.0,752.0,1092.0,12
44065,459.0,728.0,617.0,1097.0,13
44065,225.0,730.0,453.0,1092.0,14
44065,74.0,728.0,222.0,927.0,15
44065,73.0,945.0,222.0,1089.0,16
44066,1131.0,83.0,1653.0,372.0,0
44066,908.0,2.0,1124.0,376.0,1
44066,1404.0,403.0,1578.0,596.0,2
44066,1222.0,395.0,1394.0,594.0,3
44066,906.0,395.0,1214.0,599.0,4
44066,1445.0,618.0,1584.0,1090.0,5
44066,910.0,618.0,1441.0,859.0,6
44066,912.0,878.0,1441.0,1092.0,7
44066,616.0,79.0,747.0,324.0,8
44066,70.0,79.0,609.0,328.0,9
44066,70.0,345.0,749.0,490.0,10
44066,316.0,489.0,740.0,682.0,11
44066,66.0,512.0,311.0,661.0,12
44066,641.0,684.0,745.0,1087.0,13
44066,68.0,680.0,630.0,1169.0,14
44067,1443.0,79.0,1578.0,482.0,0
44067,897.0,83.0,1424.0,501.0,1
44067,908.0,507.0,1578.0,648.0,2
44067,1356.0,668.0,1580.0,951.0,3
44067,1356.0,972.0,1583.0,1092.0,4
44067,874.0,647.0,1348.0,1169.0,5
44067,72.0,74.0,749.0,417.0,6
44067,70.0,441.0,751.0,540.0,7
44067,237.0,562.0,751.0,788.0,8
44067,70.0,562.0,232.0,788.0,9
44067,612.0,807.0,751.0,1167.0,10
44067,70.0,805.0,607.0,1090.0,11
44067,22.0,891.0,165.0,1165.0,12
44068,906.0,0.0,1578.0,645.0,0
44068,1322.0,645.0,1578.0,726.0,1
44068,1320.0,753.0,1576.0,1169.0,2
44068,1176.0,643.0,1307.0,1096.0,3
44068,904.0,643.0,1168.0,913.0,4
44068,908.0,934.0,1166.0,1096.0,5
44068,431.0,4.0,741.0,474.0,6
44068,0.0,0.0,431.0,453.0,7
44068,62.0,470.0,745.0,769.0,8
44068,622.0,793.0,742.0,1092.0,9
44068,341.0,789.0,611.0,1092.0,10
44068,2.0,759.0,339.0,1169.0,11
44069,874.0,0.0,1648.0,524.0,0
44069,1472.0,535.0,1586.0,772.0,1
44069,1197.0,532.0,1463.0,775.0,2
44069,910.0,530.0,1187.0,775.0,3
44069,1362.0,799.0,1589.0,1100.0,4
44069,1139.0,799.0,1357.0,1100.0,5
44069,908.0,791.0,1135.0,1094.0,6
44069,374.0,0.0,742.0,328.0,7
44069,222.0,79.0,367.0,324.0,8
44069,66.0,81.0,222.0,328.0,9
44069,183.0,333.0,710.0,730.0,10
44069,66.0,364.0,188.0,715.0,11
44069,504.0,736.0,743.0,1169.0,12
44069,222.0,736.0,494.0,1091.0,13
44069,66.0,736.0,211.0,1087.0,14
44069,6.0,1013.0,166.0,1164.0,15
44070,870.0,0.0,1653.0,820.0,0
44070,1385.0,778.0,1580.0,1169.0,1
44070,1224.0,776.0,1373.0,1088.0,2
44070,908.0,774.0,1212.0,876.0,3
44070,908.0,895.0,1216.0,1092.0,4
44070,568.0,87.0,751.0,382.0,5
44070,0.0,0.0,558.0,380.0,6
44070,168.0,403.0,745.0,673.0,7
44070,66.0,399.0,155.0,667.0,8
44070,70.0,693.0,749.0,819.0,9
44070,631.0,891.0,768.0,1074.0,10
44070,68.0,838.0,747.0,1169.0,11
44072,906.0,2.0,1583.0,203.0,0
44072,906.0,226.0,1580.0,494.0,1
44072,1433.0,518.0,1582.0,830.0,2
44072,906.0,522.0,1426.0,834.0,3
44072,1337.0,853.0,1593.0,1152.0,4
44072,908.0,859.0,1330.0,1100.0,5
44072,0.0,79.0,756.0,335.0,6
44072,77.0,355.0,749.0,479.0,7
44072,529.0,499.0,751.0,1090.0,8
44072,72.0,497.0,519.0,663.0,9
44072,360.0,682.0,520.0,1169.0,10
44072,72.0,682.0,351.0,850.0,11
44072,2.0,859.0,360.0,1165.0,12
44073,1479.0,45.0,1593.0,355.0,0
44073,876.0,8.0,1582.0,424.0,1
44073,1137.0,424.0,1582.0,542.0,2
44073,906.0,426.0,1128.0,546.0,3
44073,908.0,549.0,1578.0,786.0,4
44073,1395.0,784.0,1578.0,1167.0,5
44073,1220.0,791.0,1382.0,1094.0,6
44073,910.0,784.0,1214.0,1094.0,7
44073,612.0,83.0,753.0,282.0,8
44073,0.0,0.0,606.0,285.0,9
44073,74.0,306.0,753.0,441.0,10
44073,74.0,462.0,751.0,630.0,11
44073,472.0,651.0,753.0,1098.0,12
44073,74.0,649.0,469.0,765.0,13
44073,4.0,786.0,466.0,1169.0,14
44074,1072.0,4.0,1653.0,430.0,0
44074,908.0,83.0,1122.0,357.0,1
44074,910.0,376.0,1580.0,709.0,2
44074,1066.0,728.0,1582.0,1094.0,3
44074,906.0,730.0,1060.0,1092.0,4
44074,320.0,2.0,786.0,611.0,5
44074,74.0,79.0,317.0,176.0,6
44074,72.0,195.0,317.0,440.0,7
44074,77.0,458.0,318.0,593.0,8
44074,522.0,612.0,753.0,714.0,9
44074,524.0,728.0,748.0,1092.0,10
44074,70.0,614.0,515.0,1096.0,11
44074,29.0,1015.0,212.0,1127.0,12
44075,1404.0,87.0,1583.0,332.0,0
44075,906.0,0.0,1405.0,353.0,1
44075,910.0,349.0,1578.0,525.0,2
44075,906.0,403.0,1653.0,923.0,3
44075,906.0,403.0,1653.0,923.0,3
44075,906.0,805.0,1145.0,902.0,4
44075,904.0,928.0,1581.0,1098.0,5
44075,66.0,0.0,749.0,383.0,6
44075,614.0,385.0,749.0,651.0,7
44075,260.0,380.0,607.0,650.0,8
44075,72.0,385.0,253.0,649.0,9
44075,485.0,670.0,749.0,874.0,10
44075,291.0,672.0,522.0,878.0,11
44075,68.0,672.0,307.0,873.0,12
44075,70.0,897.0,751.0,1098.0,13
44076,1333.0,72.0,1582.0,255.0,0
44076,1033.0,72.0,1322.0,253.0,1
44076,906.0,70.0,1022.0,253.0,2
44076,1079.0,278.0,1585.0,567.0,3
44076,908.0,274.0,1070.0,567.0,4
44076,1347.0,585.0,1653.0,897.0,5
44076,1235.0,585.0,1349.0,888.0,6
44076,910.0,587.0,1228.0,890.0,7
44076,910.0,909.0,1582.0,1169.0,8
44076,537.0,87.0,749.0,301.0,9
44076,70.0,81.0,526.0,299.0,10
44076,70.0,320.0,749.0,536.0,11
44076,579.0,564.0,747.0,1094.0,12
44076,70.0,557.0,572.0,912.0,13
44076,70.0,932.0,572.0,1098.0,14
44077,912.0,0.0,1653.0,510.0,0
44077,1285.0,528.0,1584.0,682.0,1
44077,1085.0,530.0,1274.0,681.0,2
44077,964.0,585.0,1076.0,676.0,3
44077,914.0,639.0,959.0,682.0,4
44077,912.0,701.0,1582.0,971.0,5
44077,908.0,993.0,1582.0,1151.0,6
44077,64.0,0.0,743.0,270.0,7
44077,64.0,0.0,743.0,270.0,7
44077,483.0,287.0,747.0,597.0,8
44077,64.0,289.0,474.0,451.0,9
44077,66.0,472.0,472.0,596.0,10
44077,385.0,618.0,745.0,1094.0,11
44077,254.0,620.0,385.0,1096.0,12
44077,2.0,618.0,249.0,1096.0,13
44078,1310.0,2.0,1584.0,395.0,0
44078,1058.0,74.0,1301.0,396.0,1
44078,912.0,77.0,1047.0,401.0,2
44078,874.0,349.0,1653.0,1169.0,3
44078,874.0,349.0,1653.0,1169.0,3
44078,70.0,83.0,749.0,262.0,4
44078,66.0,285.0,478.0,453.0,5
44078,483.0,287.0,749.0,1098.0,6
44078,68.0,472.0,476.0,663.0,7
44078,2.0,684.0,478.0,1125.0,8
44078,2.0,684.0,478.0,1125.0,8
44079,872.0,6.0,1653.0,603.0,0
44079,916.0,551.0,1586.0,890.0,1
44079,1174.0,909.0,1584.0,1096.0,2
44079,912.0,907.0,1164.0,1169.0,3
44079,72.0,2.0,753.0,405.0,4
44079,74.0,426.0,751.0,592.0,5
44079,310.0,618.0,753.0,824.0,6
44079,304.0,847.0,751.0,969.0,7
44079,308.0,988.0,753.0,1150.0,8
44079,2.0,614.0,295.0,1167.0,9
44080,910.0,74.0,1580.0,200.0,0
44080,910.0,201.0,1580.0,492.0,1
44080,1049.0,493.0,1582.0,590.0,2
44080,1426.0,620.0,1628.0,719.0,3
44080,1043.0,591.0,1653.0,1167.0,4
44080,908.0,495.0,1041.0,1088.0,5
44080,70.0,35.0,747.0,457.0,6
44080,568.0,482.0,751.0,813.0,7
44080,218.0,482.0,561.0,810.0,8
44080,70.0,478.0,207.0,804.0,9
44080,70.0,830.0,749.0,1096.0,10
44082,1164.0,2.0,1653.0,299.0,0
44082,918.0,81.0,1190.0,247.0,1
44082,920.0,270.0,1592.0,551.0,2
44082,1408.0,576.0,1593.0,1092.0,3
44082,1268.0,578.0,1399.0,744.0,4
44082,1268.0,768.0,1403.0,1094.0,5
44082,876.0,555.0,1265.0,1167.0,6
44082,2.0,6.0,785.0,284.0,7
44082,387.0,301.0,743.0,477.0,8
44082,254.0,303.0,378.0,473.0,9
44082,66.0,301.0,245.0,480.0,10
44082,8.0,499.0,782.0,957.0,11
44082,316.0,980.0,740.0,1100.0,12
44082,66.0,980.0,303.0,1100.0,13
44083,1097.0,0.0,1653.0,778.0,0
44083,914.0,85.0,1095.0,501.0,1
44083,914.0,524.0,1093.0,757.0,2
44083,1301.0,782.0,1584.0,1098.0,3
44083,912.0,778.0,1295.0,1096.0,4
44083,0.0,0.0,793.0,453.0,5
44083,66.0,458.0,743.0,630.0,6
44083,624.0,653.0,744.0,1092.0,7
44083,222.0,657.0,619.0,942.0,8
44083,224.0,959.0,617.0,1096.0,9
44083,68.0,653.0,213.0,1096.0,10
44084,1387.0,85.0,1584.0,297.0,0
44084,912.0,0.0,1380.0,301.0,1
44084,997.0,324.0,1653.0,640.0,2
44084,910.0,320.0,991.0,634.0,3
44084,1351.0,662.0,1580.0,745.0,4
44084,1349.0,768.0,1584.0,1094.0,5
44084,1181.0,664.0,1289.0,1101.0,6
44084,910.0,666.0,1174.0,1096.0,7
44084,643.0,83.0,742.0,224.0,8
44084,643.0,201.0,747.0,336.0,9
44084,245.0,0.0,636.0,341.0,10
44084,66.0,60.0,234.0,341.0,11
44084,66.0,362.0,747.0,476.0,12
44084,587.0,501.0,745.0,786.0,13
44084,583.0,772.0,745.0,1094.0,14
44084,68.0,499.0,445.0,619.0,15
44084,447.0,499.0,576.0,1094.0,16
44084,0.0,639.0,445.0,1165.0,17
44085,912.0,64.0,1582.0,184.0,0
44085,1466.0,208.0,1582.0,518.0,1
44085,1031.0,208.0,1455.0,522.0,2
44085,910.0,204.0,1024.0,518.0,3
44085,874.0,503.0,1653.0,1167.0,4
44085,70.0,0.0,751.0,320.0,5
44085,324.0,328.0,746.0,525.0,6
44085,258.0,328.0,318.0,525.0,7
44085,66.0,326.0,249.0,527.0,8
44085,70.0,547.0,747.0,682.0,9
44085,629.0,703.0,749.0,1142.0,10
44085,70.0,703.0,617.0,1015.0,11
44085,70.0,1030.0,619.0,1142.0,12
44086,1516.0,52.0,1622.0,287.0,0
44086,906.0,0.0,1578.0,322.0,1
44086,1320.0,343.0,1580.0,561.0,2
44086,1051.0,320.0,1315.0,463.0,3
44086,1054.0,435.0,1312.0,557.0,4
44086,910.0,343.0,1043.0,559.0,5
44086,1349.0,578.0,1578.0,1092.0,6
44086,1039.0,578.0,1336.0,813.0,7
44086,908.0,578.0,1028.0,811.0,8
44086,904.0,811.0,1399.0,1169.0,9
44086,310.0,0.0,751.0,306.0,10
44086,72.0,97.0,296.0,303.0,11
44086,589.0,326.0,749.0,552.0,12
44086,422.0,326.0,580.0,550.0,13
44086,74.0,326.0,411.0,548.0,14
44086,72.0,572.0,749.0,759.0,15
44086,506.0,780.0,747.0,1108.0,16
44086,231.0,764.0,522.0,1134.0,17
44086,70.0,778.0,244.0,1109.0,18
44087,1239.0,4.0,1653.0,603.0,0
44087,891.0,2.0,1238.0,347.0,1
44087,906.0,345.0,1224.0,447.0,2
44087,914.0,468.0,1228.0,605.0,3
44087,904.0,626.0,1576.0,1096.0,4
44087,933.0,988.0,1064.0,1169.0,5
44087,2.0,83.0,751.0,287.0,6
44087,585.0,306.0,751.0,714.0,7
44087,2.0,285.0,749.0,903.0,8
44087,479.0,903.0,749.0,1096.0,9
44087,72.0,903.0,469.0,1096.0,10
44088,1068.0,0.0,1586.0,366.0,0
44088,912.0,87.0,1059.0,255.0,1
44088,912.0,278.0,1064.0,371.0,2
44088,870.0,326.0,1653.0,1100.0,3
44088,870.0,326.0,1653.0,1100.0,3
44088,77.0,2.0,751.0,339.0,4
44088,74.0,341.0,748.0,443.0,5
44088,556.0,447.0,745.0,563.0,6
44088,72.0,443.0,544.0,567.0,7
44088,602.0,589.0,747.0,1105.0,8
44088,2.0,545.0,626.0,1169.0,9
44089,906.0,2.0,1583.0,305.0,0
44089,908.0,303.0,1582.0,459.0,1
44089,1391.0,455.0,1582.0,831.0,2
44089,912.0,460.0,1386.0,555.0,3
44089,1068.0,557.0,1395.0,854.0,4
44089,908.0,580.0,1068.0,838.0,5
44089,910.0,857.0,1584.0,1123.0,6
44089,372.0,0.0,751.0,324.0,7
44089,77.0,0.0,435.0,326.0,8
44089,356.0,343.0,749.0,490.0,9
44089,614.0,512.0,749.0,920.0,10
44089,402.0,514.0,606.0,924.0,11
44089,491.0,945.0,747.0,1082.0,12
44089,2.0,331.0,495.0,1169.0,13
44090,906.0,74.0,1576.0,352.0,0
44090,906.0,351.0,1599.0,761.0,1
44090,1426.0,766.0,1578.0,1082.0,2
44090,904.0,772.0,1420.0,1169.0,3
44090,581.0,72.0,747.0,217.0,4
44090,583.0,247.0,753.0,548.0,5
44090,447.0,72.0,574.0,548.0,6
44090,18.0,14.0,442.0,551.0,7
44090,474.0,574.0,746.0,725.0,8
44090,70.0,572.0,465.0,732.0,9
44090,604.0,797.0,751.0,1088.0,10
44090,72.0,749.0,599.0,1084.0,11
45001,2.0,0.0,753.0,478.0,0
45001,0.0,431.0,756.0,652.0,1
45001,615.0,673.0,754.0,989.0,2
45001,71.0,675.0,609.0,989.0,3
45001,0.0,792.0,104.0,958.0,4
45001,0.0,1011.0,756.0,1166.0,5
45002,903.0,0.0,1653.0,386.0,0
45002,1237.0,409.0,1572.0,576.0,1
45002,900.0,410.0,1228.0,577.0,2
45002,888.0,537.0,1621.0,828.0,3
45002,1433.0,791.0,1573.0,1089.0,4
45002,1048.0,791.0,1426.0,1091.0,5
45002,903.0,792.0,1041.0,1166.0,6
45002,72.0,0.0,751.0,369.0,7
45002,349.0,389.0,750.0,526.0,8
45002,75.0,388.0,338.0,524.0,9
45002,72.0,590.0,753.0,941.0,10
45002,73.0,942.0,750.0,1169.0,11
45003,1138.0,0.0,1653.0,454.0,0
45003,907.0,73.0,1123.0,181.0,1
45003,906.0,202.0,1123.0,453.0,2
45003,907.0,476.0,1578.0,869.0,3
45003,907.0,476.0,1578.0,869.0,3
45003,907.0,476.0,1578.0,869.0,3
45003,906.0,892.0,1578.0,1088.0,4
45003,451.0,0.0,752.0,378.0,5
45003,73.0,75.0,442.0,246.0,6
45003,73.0,268.0,442.0,376.0,7
45003,72.0,382.0,752.0,714.0,8
45003,75.0,715.0,755.0,850.0,9
45003,444.0,876.0,752.0,1089.0,10
45003,76.0,873.0,433.0,1087.0,11
45004,909.0,0.0,1653.0,347.0,0
45004,1169.0,368.0,1623.0,669.0,1
45004,910.0,369.0,1161.0,508.0,2
45004,910.0,511.0,1161.0,593.0,3
45004,911.0,589.0,1164.0,668.0,4
45004,888.0,625.0,1653.0,1169.0,5
45004,75.0,0.0,751.0,197.0,6
45004,73.0,235.0,752.0,413.0,7
45004,75.0,371.0,750.0,494.0,8
45004,27.0,467.0,775.0,877.0,9
45004,508.0,840.0,750.0,1092.0,10
45004,389.0,838.0,498.0,1169.0,11
45004,75.0,838.0,380.0,1092.0,12
45005,1252.0,30.0,1587.0,211.0,0
45005,908.0,29.0,1242.0,214.0,1
45005,877.0,183.0,1630.0,566.0,2
45005,1449.0,521.0,1584.0,642.0,3
45005,1263.0,521.0,1451.0,641.0,4
45005,908.0,521.0,1257.0,642.0,5
45005,907.0,648.0,1588.0,776.0,6
45005,1292.0,783.0,1653.0,1169.0,7
45005,907.0,782.0,1283.0,998.0,8
45005,904.0,1005.0,1280.0,1167.0,9
45005,72.0,0.0,747.0,333.0,10
45005,0.0,38.0,201.0,359.0,11
45005,68.0,380.0,747.0,504.0,12
45005,433.0,517.0,745.0,837.0,13
45005,67.0,504.0,448.0,667.0,14
45005,65.0,690.0,435.0,842.0,15
45005,68.0,853.0,745.0,1169.0,16
45006,909.0,0.0,1653.0,724.0,0
45006,1071.0,725.0,1587.0,862.0,1
45006,910.0,817.0,1586.0,1168.0,2
45006,433.0,0.0,750.0,344.0,3
45006,0.0,51.0,446.0,374.0,4
45006,68.0,337.0,749.0,526.0,5
45006,575.0,550.0,750.0,827.0,6
45006,68.0,550.0,563.0,695.0,7
45006,49.0,698.0,610.0,850.0,8
45006,68.0,852.0,749.0,1165.0,9
45007,907.0,0.0,1586.0,313.0,0
45007,881.0,294.0,1653.0,788.0,1
45007,1121.0,811.0,1586.0,1167.0,2
45007,906.0,810.0,1136.0,1166.0,3
45007,613.0,0.0,750.0,348.0,4
45007,329.0,72.0,606.0,349.0,5
45007,0.0,71.0,323.0,350.0,6
45007,562.0,371.0,750.0,629.0,7
45007,279.0,372.0,555.0,630.0,8
45007,73.0,369.0,273.0,629.0,9
45007,69.0,651.0,748.0,818.0,10
45007,382.0,840.0,751.0,1088.0,11
45007,0.0,841.0,373.0,1166.0,12
45008,909.0,0.0,1653.0,385.0,0
45008,910.0,407.0,1579.0,535.0,1
45008,1000.0,557.0,1466.0,584.0,2
45008,908.0,571.0,1653.0,1169.0,3
45008,908.0,571.0,1653.0,1169.0,3
45008,908.0,571.0,1653.0,1169.0,3
45008,908.0,571.0,1653.0,1169.0,3
45008,73.0,0.0,752.0,209.0,4
45008,485.0,231.0,754.0,623.0,5
45008,75.0,231.0,475.0,387.0,6
45008,73.0,410.0,472.0,520.0,7
45008,123.0,521.0,532.0,644.0,8
45008,27.0,646.0,771.0,1169.0,9
45009,1250.0,0.0,1653.0,597.0,0
45009,907.0,77.0,1283.0,349.0,1
45009,906.0,370.0,1318.0,499.0,2
45009,907.0,522.0,1578.0,869.0,3
45009,906.0,892.0,1578.0,1090.0,4
45009,83.0,0.0,758.0,127.0,5
45009,3.0,99.0,772.0,643.0,6
45009,79.0,611.0,758.0,769.0,7
45009,582.0,792.0,757.0,1093.0,8
45009,458.0,793.0,579.0,1089.0,9
45009,347.0,792.0,457.0,1092.0,10
45009,0.0,791.0,342.0,1141.0,11
45009,0.0,791.0,342.0,1141.0,11
45010,885.0,1.0,1653.0,682.0,0
45010,903.0,702.0,1574.0,876.0,1
45010,903.0,862.0,1575.0,1168.0,2
45010,73.0,0.0,752.0,342.0,3
45010,77.0,344.0,768.0,468.0,4
45010,459.0,475.0,748.0,776.0,5
45010,73.0,473.0,449.0,671.0,6
45010,75.0,694.0,452.0,779.0,7
45010,72.0,799.0,751.0,1169.0,8
45011,1226.0,0.0,1576.0,524.0,0
45011,907.0,0.0,1266.0,521.0,1
45011,907.0,546.0,1576.0,675.0,2
45011,907.0,667.0,1575.0,925.0,3
45011,907.0,948.0,1573.0,1094.0,4
45011,0.0,0.0,772.0,652.0,5
45011,71.0,672.0,752.0,795.0,6
45011,27.0,817.0,772.0,1168.0,7
45012,904.0,79.0,1573.0,387.0,0
45012,904.0,408.0,1573.0,572.0,1
45012,1186.0,595.0,1574.0,919.0,2
45012,904.0,596.0,1177.0,923.0,3
45012,907.0,944.0,1575.0,1091.0,4
45012,75.0,0.0,751.0,297.0,5
45012,73.0,319.0,750.0,431.0,6
45012,30.0,400.0,771.0,740.0,7
45012,529.0,696.0,752.0,1167.0,8
45012,73.0,698.0,519.0,933.0,9
45012,75.0,925.0,520.0,1168.0,10
45013,1262.0,0.0,1653.0,397.0,0
45013,908.0,75.0,1254.0,266.0,1
45013,910.0,287.0,1253.0,397.0,2
45013,907.0,419.0,1587.0,594.0,3
45013,1430.0,618.0,1649.0,1085.0,4
45013,910.0,618.0,1447.0,965.0,5
45013,910.0,987.0,1460.0,1169.0,6
45013,399.0,76.0,748.0,299.0,7
45013,0.0,75.0,393.0,300.0,8
45013,335.0,322.0,749.0,535.0,9
45013,69.0,321.0,334.0,535.0,10
45013,109.0,534.0,685.0,704.0,11
45013,381.0,709.0,748.0,1167.0,12
45013,69.0,709.0,372.0,910.0,13
45013,0.0,932.0,373.0,1087.0,14
45014,910.0,42.0,1648.0,214.0,0
45014,911.0,238.0,1582.0,630.0,1
45014,908.0,651.0,1583.0,799.0,2
45014,1144.0,823.0,1582.0,1089.0,3
45014,910.0,823.0,1137.0,1169.0,4
45014,412.0,71.0,746.0,296.0,5
45014,0.0,71.0,409.0,295.0,6
45014,68.0,318.0,747.0,669.0,7
45014,577.0,692.0,747.0,1082.0,8
45014,241.0,692.0,600.0,1082.0,9
45014,71.0,690.0,236.0,1169.0,10
45015,1078.0,42.0,1653.0,261.0,0
45015,910.0,0.0,1070.0,262.0,1
45015,1203.0,284.0,1653.0,746.0,2
45015,912.0,284.0,1197.0,516.0,3
45015,910.0,538.0,1196.0,747.0,4
45015,1399.0,769.0,1653.0,985.0,5
45015,1398.0,1009.0,1653.0,1125.0,6
45015,1050.0,768.0,1388.0,1123.0,7
45015,908.0,768.0,1041.0,1169.0,8
45015,75.0,0.0,748.0,279.0,9
45015,75.0,283.0,750.0,461.0,10
45015,436.0,484.0,751.0,742.0,11
45015,76.0,486.0,429.0,744.0,12
45015,493.0,767.0,752.0,1101.0,13
45015,75.0,767.0,484.0,923.0,14
45015,76.0,948.0,483.0,1098.0,15
45016,908.0,0.0,1653.0,396.0,0
45016,935.0,399.0,1653.0,620.0,1
45016,1184.0,614.0,1579.0,777.0,2
45016,908.0,614.0,1174.0,777.0,3
45016,907.0,798.0,1579.0,941.0,4
45016,1337.0,964.0,1577.0,1169.0,5
45016,904.0,965.0,1332.0,1167.0,6
45016,611.0,76.0,755.0,355.0,7
45016,0.0,0.0,641.0,378.0,8
45016,397.0,427.0,755.0,892.0,9
45016,77.0,427.0,385.0,735.0,10
45016,77.0,757.0,386.0,892.0,11
45016,64.0,913.0,754.0,1156.0,12
45017,900.0,0.0,1653.0,355.0,0
45017,1343.0,378.0,1579.0,559.0,1
45017,897.0,376.0,1335.0,559.0,2
45017,1380.0,583.0,1653.0,922.0,3
45017,899.0,583.0,1372.0,724.0,4
45017,1140.0,746.0,1372.0,920.0,5
45017,899.0,747.0,1131.0,924.0,6
45017,900.0,944.0,1576.0,1099.0,7
45017,425.0,0.0,754.0,555.0,8
45017,0.0,0.0,423.0,263.0,9
45017,0.0,287.0,420.0,557.0,10
45017,570.0,580.0,755.0,730.0,11
45017,326.0,579.0,561.0,729.0,12
45017,77.0,579.0,315.0,731.0,13
45017,533.0,753.0,753.0,1097.0,14
45017,410.0,754.0,523.0,1100.0,15
45017,0.0,702.0,468.0,1167.0,16
45018,1467.0,0.0,1623.0,252.0,0
45018,907.0,53.0,1653.0,572.0,1
45018,1255.0,564.0,1577.0,705.0,2
45018,906.0,540.0,1251.0,703.0,3
45018,1395.0,726.0,1653.0,853.0,4
45018,1395.0,875.0,1577.0,976.0,5
45018,1393.0,972.0,1576.0,1166.0,6
45018,906.0,727.0,1386.0,1166.0,7
45018,454.0,73.0,751.0,296.0,8
45018,0.0,0.0,476.0,297.0,9
45018,280.0,319.0,751.0,517.0,10
45018,76.0,319.0,272.0,517.0,11
45018,77.0,537.0,757.0,842.0,12
45018,640.0,863.0,750.0,1121.0,13
45018,111.0,845.0,692.0,1169.0,14
45018,0.0,895.0,140.0,1123.0,15
45019,909.0,14.0,1653.0,506.0,0
45019,1295.0,529.0,1581.0,708.0,1
45019,908.0,529.0,1285.0,728.0,2
45019,908.0,529.0,1285.0,728.0,2
45019,907.0,733.0,1578.0,861.0,3
45019,907.0,903.0,1583.0,1167.0,4
45019,452.0,0.0,746.0,527.0,5
45019,0.0,0.0,468.0,370.0,6
45019,68.0,393.0,468.0,528.0,7
45019,260.0,550.0,748.0,708.0,8
45019,71.0,552.0,250.0,710.0,9
45019,71.0,730.0,748.0,1099.0,10
45019,0.0,780.0,166.0,1136.0,11
45021,30.0,0.0,749.0,187.0,0
45021,72.0,168.0,751.0,491.0,1
45021,75.0,514.0,752.0,751.0,2
45021,398.0,777.0,753.0,1089.0,3
45021,76.0,773.0,389.0,960.0,4
45021,75.0,968.0,388.0,1169.0,5
45022,909.0,0.0,1653.0,646.0,0
45022,906.0,669.0,1583.0,787.0,1
45022,1200.0,813.0,1582.0,1106.0,2
45022,908.0,811.0,1190.0,1104.0,3
45022,0.0,21.0,748.0,410.0,4
45022,451.0,433.0,745.0,687.0,5
45022,220.0,434.0,440.0,688.0,6
45022,71.0,434.0,210.0,689.0,7
45022,72.0,709.0,747.0,853.0,8
45022,347.0,876.0,748.0,1126.0,9
45022,0.0,876.0,340.0,1127.0,10
45023,1275.0,0.0,1653.0,571.0,0
45023,908.0,0.0,1274.0,296.0,1
45023,911.0,294.0,1274.0,569.0,2
45023,1250.0,592.0,1581.0,728.0,3
45023,1249.0,733.0,1581.0,870.0,4
45023,910.0,592.0,1240.0,871.0,5
45023,910.0,894.0,1581.0,1088.0,6
45023,470.0,77.0,756.0,327.0,7
45023,75.0,75.0,460.0,327.0,8
45023,0.0,349.0,754.0,705.0,9
45023,77.0,726.0,753.0,858.0,10
45023,397.0,879.0,754.0,1092.0,11
45023,75.0,880.0,386.0,1090.0,12
45024,1331.0,69.0,1653.0,278.0,0
45024,1057.0,0.0,1320.0,279.0,1
45024,907.0,0.0,1044.0,281.0,2
45024,910.0,300.0,1581.0,511.0,3
45024,908.0,534.0,1579.0,673.0,4
45024,1244.0,698.0,1651.0,864.0,5
45024,1244.0,845.0,1580.0,1085.0,6
